ID_ESTUDIOS,ESTATUS DE ESTUDIO,ANIO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
1036,FÍSICO,1990,TABASCO,ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE LOS RÍOS EDO. DE TABASCO,ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE LOS RÍOS ESTADO DE TABASCO,"ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-108-GD,"2 DEL T1
1 DEL T2
",3,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/27 TABASCO/PDF/1036_CC.pdf,,TABASCO
1038,AMBOS,1981,TABASCO,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE LA CHONTALPA-VILLAHERMOSA, TABASCO","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE LA CHONTALPA-VILLAHERMOSA, ESTADO DE TABASCO",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/27 TABASCO/PDF/1038_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/27 TABASCO/PDF/1038_EC.pdf,TABASCO
1040,FÍSICO,1987,TABASCO,"ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE BOCA DE PANTEONES, TABASCO","ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE BOCA DE PANTEONES, ESTADO DE TABASCO","PECTEN, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/27 TABASCO/PDF/1040_CC.pdf,,TABASCO
1046,AMBOS,1970,TAMAULIPAS,INFORME FINAL DEL ESTUDIO GEOHIDROLÓGICO COMPLETO DE LA ZONA DEL BAJO RÍO BRAVO,"INFORME FINAL DEL ESTUDIO GEOHIDROLÓGICO COMPLETO DE LA ZONA DEL BAJO RÍO BRAVO, ESTADO DE TAMAULIPAS","HIDROTEC, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EI-68-136,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1046_CC.pdf,,TAMAULIPAS
1047,AMBOS,1979,TAMAULIPAS,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE PROSPECCIÓN GEOHIDROLÓGICA Y EVALUACIÓN DE ACUÍFEROS EN DIVERSAS ZONAS DEL ESTADO DE TAMAULIPAS
","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE PROSPECCIÓN GEOHIDROLÓGICA Y EVALUACIÓN DE ACUÍFEROS EN DIVERSAS ZONAS DEL ESTADO DE TAMAULIPAS
","CONSULTORES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-79-25 GD,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1047_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1047_EC.pdf,TAMAULIPAS
1048,AMBOS,1980,TAMAULIPAS,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA CIUDAD VICTORIA, TAMAULIPAS.
","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA CIUDAD VICTORIA, TAMAULIPAS.
","GEOCALLI, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA.80-22-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1048_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1048_EC.pdf,TAMAULIPAS
1050,AMBOS,1977,TAMAULIPAS,"ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO DE LA ZONA DEL VALLE DE CD. VICTORIA-RÍO PURIFICACIÓN, TAMPS.
","ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO DE LA ZONA DEL VALLE DE CD. VICTORIA-RÍO PURIFICACIÓN, TAMAULIPAS
","GEORAMA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1050_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1050_EC.pdf,TAMAULIPAS
1056,AMBOS,1981,TAMAULIPAS,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE JAUMAVE, TAMAULIPAS.
","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE JAUMAVE, TAMAULIPAS.
","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-44-ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1056_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1056_EC.pdf,TAMAULIPAS
1057,AMBOS,1980,TAMAULIPAS,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LAS ZONAS DE MIQUIHUANA- TULA, TAMAULIPAS
PLANOS II
","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LAS ZONAS DE MIQUIHUANA- TULA, TAMAULIPAS
PLANOS II
","GEOHIDROLOGÍA MEXICANA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-80-37-ED,1,SOLO TOMO II,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1057_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1057_EC.pdf,TAMAULIPAS
1059,AMBOS,1975,TAMAULIPAS,"ESTUDIO GEOHIDROLÓGICO DEL VALLE DE LLERA, TAMPS.
","ESTUDIO GEOHIDROLÓGICO DEL VALLE DE LLERA, TAMAULIPAS.

","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),"EI-75-28
CLAVE PI-347
",1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1059_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1059_EC.pdf,TAMAULIPAS
1061,AMBOS,1983,TLAXCALA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE CALPULALPAN, ESTADO DE TLAXCALA","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE CALPULALPAN, ESTADO DE TLAXCALA, 2902 SOLTEPEC",GCA CONSTRUCTORA,SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1061_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1061_EC.PDF,TLAXCALA
1062,AMBOS,1981,TLAXCALA,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE CALPULALPAN EN LA PORCIÓN NOROCCIDENTAL DEL EDO. DE TLAXCALA TLAX.,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE CALPULALPAN EN LA PORCIÓN NOROCCIDENTAL DEL ESTADO DE TLAXCALA, 2902 SOLTEPEC","CONSTRUCTORA PAREYA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-26-ED,3,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1062_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1062_EC.PDF,TLAXCALA
1065,AMBOS,1974,TLAXCALA,ESTUDIO GEOHIDROLÓGICO DE SIETE SITIOS EN EL ESTADO DE TLAXCALA PARA LA POSIBLE LOCALIZACIÓN DE POZOS AGUA,"ESTUDIO GEOHIDROLÓGICO DE SIETE SITIOS EN EL ESTADO DE TLAXCALA PARA LA POSIBLE LOCALIZACIÓN DE POZOS AGUA, 2902 SOLTEPEC","GEOLOGÍA ECONÓMICA APLICADA, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-29,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1065_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1065_EC.PDF,TLAXCALA
1066,DIGITAL,1993,TLAXCALA,MODELO MATEMÁTICO DEL ACUÍFERO DE HUAMANTLA,"MODELO MATEMÁTICO DEL ACUÍFERO DE 2903 HUAMANTLA, ESTADO DE TLAXCALA",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1066_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1066_EC.PDF,TLAXCALA
1067,DIGITAL,1981,TLAXCALA,"ESTUDIO FOTOGEOLÓGICO DE LA PORCIÓN NORTE DEL ESTADO DE TLAXCALA , QUE COMPRENDE A LOS MUNICIPIOS DE TETLA Y TLAXCO DE MORELOS","ESTUDIO FOTOGEOLÓGICO DE LA PORCIÓN NORTE DEL ESTADO DE TLAXCALA , QUE COMPRENDE A LOS MUNICIPIOS DE TETLA Y TLAXCO DE MORELOS, 2901 ALTO ATOYAC","CONSTRUCTORA VIRGO, SOCIEDAD ANÓNIMA",,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1067_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1067_EC.PDF,TLAXCALA
1069,AMBOS,1981,TLAXCALA,ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICOS DE LAS ZONAS ATLTZAYANCA - HUAMANTLA Y CUAPIAXTLA EN EL ESTADO DE TLAXCALA.,"ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICOS DE LAS ZONAS ATLTZAYANCA - HUAMANTLA Y CUAPIAXTLA EN EL ESTADO DE TLAXCALA, 2903 HUAMANTLA","ACUAPLAN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-109-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1069_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1069_EC.PDF,TLAXCALA
1070,AMBOS,1980,TLAXCALA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE HUAMANTLA, TLAXCALA","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE HUAMANTLA, ESTADO DE TLAXCALA, 2903 HUAMANTLA","PERFORACIONES Y ESTUDIOS GEOLÓGICOS, SOCIEDAD ANÓNIMA (PEGSA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-79-53-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1070_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1070_EC.PDF,TLAXCALA
1072,AMBOS,1981,TLAXCALA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA APIZACO - SOLTEPEC, ESTADO DE TLAXCALA.","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA APIZACO - SOLTEPEC, ESTADO DE TLAXCALA, 2902 SOLTEPEC","ACUAPLAN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-93-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1072_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1072_EC.pdf,TLAXCALA
1073,AMBOS,1984,TLAXCALA,"ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE HUAMANTLA-CUAPIAXTLA, EN EL ESTADO DE TLAXCALA","ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE HUAMANTLA-CUAPIAXTLA, EN EL ESTADO DE TLAXCALA, 2903 HUAMANTLA","FOTOIN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),OHIADR-E-83-47,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1073_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/1073_EC.pdf,TLAXCALA
1077,DIGITAL,1977,COLIMA,"ESTUDIO GEOHIDROLÓGICO DEL ÁREA BAJA DEL VALLE DE SANTIAGO-SALAHUA, COL.","ESTUDIO GEOHIDROLÓGICO DEL ÁREA BAJA DEL VALLE DE SANTIAGO-SALAHUA, ESTADO DE COLIMA, ","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1077_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1077_EC.PDF,COLIMA
1078,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE ASTILLERO DE ABAJO, BAJÍO DE LA LEONA, EL BORDO, PUERTA DE ANZAR Y TRAPICHILLOS, EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA, 0601 COLIMA","ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE ASTILLERO DE ABAJO, BAJÍO DE LA LEONA, EL BORDO, PUERTA DE ANZAR Y TRAPICHILLOS, EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1078_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1078_EC.PDF,COLIMA
1079,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE DIEZ LOCALIDADES EN VALLES ALTOS DE COLIMA, COL.
TOMO II","ESTUDIO GEOHIDROLÓGICO DE DIEZ LOCALIDADES EN VALLES ALTOS DE COLIMA, ESTADO DE COLIMA, 0601 COLIMA
TOMO II","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1079_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1079_EC.PDF,COLIMA
1080,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LA ESPERANZA Y ALGODONAL, EN EL MUNICIPIO DE COQUIMATLÁN ESTADO DE COLIMA","ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LA ESPERANZA Y ALGODONAL, EN EL MUNICIPIO DE COQUIMATLÁN ESTADO DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1080_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1080_EC.PDF,COLIMA
1081,DIGITAL,1981,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LOS ASMOLES, LOS ORTICES Y ACATLÁN, EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LOS ASMOLES, LOS ORTICES Y ACATLÁN, EN EL MUNICIPIO DE COLIMA, ESTADO DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1081_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1081_EC.PDF,COLIMA
1083,AMBOS,2014,CAMPECHE,"ESTUDIO GEOHIDROLÓGICO Y GEOFÍSICO EN EL MUNICIPIO DE CALAKMUL, EN EL ESTADO DE CAMPECHE","ESTUDIO GEOHIDROLÓGICO Y GEOFÍSICO EN EL MUNICIPIO DE CALAKMUL, EN EL ESTADO DE CAMPECHE",GEOEVALUACIONES Y PERFORACIONES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCPY-CAM-14-28-RF-I3,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/1083_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/1083_EC.pdf,CAMPECHE
1087,FÍSICO,2018,QUERÉTARO,ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO VALLE DE AMEALCO (2209) EN EL ESTADO DE QUERÉTARO,ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO VALLE DE AMEALCO (2209) EN EL ESTADO DE QUERÉTARO,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/1087_CC.pdf,,QUERÉTARO
1088,DIGITAL,1982,COLIMA,ESTUDIO GEOHIDROLÓGICO DE LOS POBLADO DE LLANITOS EN EL MUNICIPIO DE COMALA ESTADO DE COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS POBLADO DE LLANITOS EN EL MUNICIPIO DE COMALA ESTADO DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1088_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1088_EC.PDF,COLIMA
1089,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DEL POBLADO LOS LIMONES, EN EL MUNICIPIO DE COQUIMATLÁN, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO DEL POBLADO LOS LIMONES, EN EL MUNICIPIO DE COQUIMATLÁN, ESTADO DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1089_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1089_EC.PDF,COLIMA
1090,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DEL POBLADO EL DIEZMO, EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO DEL POBLADO EL DIEZMO, EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1090_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1090_EC.PDF,COLIMA
1092,FÍSICO,2018,NAYARIT,ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO VALLE DE SANTA MARÍA DEL ORO (1812) EN EL ESTADOS DE NAYARIT,"ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO VALLE DE SANTA MARÍA DEL ORO (1812) EN EL ESTADOS DE NAYARIT, 1812 VALLE DE SANTA MARIA DEL ORO",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/1092_CC.pdf,,NAYARIT
1093,DIGITAL,1976,COLIMA,ESTUDIO GEOHIDROLÓGICO EN COMALA Y LLANITOS (PLANOS),"ESTUDIO GEOHIDROLÓGICO EN COMALA Y LLANITOS (PLANOS), 0601 COLIMA, ESTADO DE COLIMA",,,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1093_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1093_EC.PDF,COLIMA
1095,AMBOS,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DEL SISTEMA LA GLORIA, DEL VALLE EN EL MUNICIPIO DE VILLA DE ÁLVAREZ, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO DEL SISTEMA LA GLORIA, DEL VALLE EN EL MUNICIPIO DE VILLA DE ÁLVAREZ, 0601 COLIMA, ESTADO DE COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1095_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1095_EC.PDF,COLIMA
1096,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LA YERBABUENA, EN COMALA Y EL CARRILLO EN EL MUNICIPIO DE COLIMA, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO DE LOS POBLADOS DE LA YERBABUENA, EN COMALA Y EL CARRILLO EN EL MUNICIPIO DE COLIMA, ESTADO DE COLIMA, 0601 COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1096_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1096_EC.PDF,COLIMA
1097,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE LOS LIMONES, COL. LÓPEZ MATEOS, EL DIEZMO Y GLORIA DEL VALLE","ESTUDIO GEOHIDROLÓGICO DE LOS LIMONES, COL. LÓPEZ MATEOS, EL DIEZMO Y GLORIA DEL VALLE, 0601 COLIMA, ESTADO DE COLIMA",,,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1097_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1097_EC.PDF,COLIMA
1098,DIGITAL,1980,COLIMA,"ESTUDIO GEOHIDROLÓGICO DE DIECIOCHO LOCALIDADES EN EL ESTADO DE COLIMA, COL. VALLE DE COLIMA","ESTUDIO GEOHIDROLÓGICO DE DIECIOCHO LOCALIDADES EN EL ESTADO DE COLIMA, COLONIA VALLE DE COLIMA, 0601 COLIMA, ESTADO DE COLIMA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),402-116-501-CE-80,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1098_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1098_EC.PDF,COLIMA
1100,FÍSICO,2014,MORELOS,"ESTUDIO GEOHIDROLÓGICO EN EL MUNICIPIO DE MIACATLÁN, ESTADO DE MORELOS (LAGUNAS DE COATETELCO Y EL RODEO EN EL ESTADO DE MORELOS)
","ESTUDIO GEOHIDROLÓGICO EN EL MUNICIPIO DE MIACATLÁN, ESTADO DE MORELOS (LAGUNAS DE COATETELCO Y EL RODEO EN EL ESTADO DE MORELOS)
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCB-MOR-14-P-026-RF-I3,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/1100_CC.pdf,,MORELOS
1103,AMBOS,1977,HIDALGO,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA ""ZIMAPÁN-IXMIQUILPAN"", HGO","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA ""ZIMAPÁN-IXMIQUILPAN"", HIDALGO","GEOHIDROLOGÍA MEXICANA, SOCIEDAD ANÓNIMA",,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1103_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1103_EC.pdf,HIDALGO
